songname,bpm,beatpos,downbeat
"WATEVA - Ber Zer Ker [www.slider.kz],130,""[0.42, 0.9, 1.38, 1.84, 2.34, 2.81, 3.3, 3.77, 4.24, 4.72, 5.25, 5.76, 6.26, 6.78, 7.3, 7.8, 8.28, 8.75, 9.22, 9.7, 10.19, 10.69, 11.16, 11.67, 12.14, 12.63, 13.14, 13.64, 14.17, 14.67, 15.14, 15.64, 16.14, 16.65, 17.11, 17.58, 18.04, 18.5, 18.96, 19.42, 19.88, 20.34, 20.8, 21.26, 21.73, 22.19, 22.65, 23.11, 23.58, 24.04, 24.5, 24.96, 25.42, 25.88, 26.34, 26.81, 27.27, 27.73, 28.19, 28.65, 29.12, 29.58, 30.04, 30.5, 30.96, 31.42, 31.89, 32.35, 32.8, 33.27, 33.73, 34.19, 34.65, 35.12, 35.58, 36.04, 36.5, 36.96, 37.42, 37.88, 38.34, 38.81, 39.27, 39.73, 40.19, 40.65, 41.12, 41.58, 42.04, 42.5, 42.96, 43.42, 43.88, 44.35, 44.81, 45.28, 45.73, 46.19, 46.66, 47.11, 47.57, 48.04, 48.5, 48.96, 49.42, 49.88, 50.35, 50.8, 51.26, 51.73, 52.19, 52.65, 53.11, 53.57, 54.04, 54.49, 54.96, 55.42, 55.88, 56.35, 56.8, 57.27, 57.73, 58.19, 58.65, 59.11, 59.58, 60.04, 60.5, 60.97, 61.43, 61.88, 62.34, 62.81, 63.27, 63.73, 64.19, 64.65, 65.12, 65.57, 66.03, 66.49, 66.96, 67.42, 67.88, 68.34, 68.8, 69.26, 69.72, 70.19, 70.65, 71.12, 71.58, 72.04, 72.5, 72.96, 73.42, 73.88, 74.34, 74.81, 75.27, 75.76, 76.2, 76.65, 77.11, 77.57, 78.03, 78.49, 78.96, 79.42, 79.88, 80.34, 80.8, 81.27, 81.73, 82.19, 82.65, 83.11, 83.57, 84.04, 84.49, 84.96, 85.42, 85.88, 86.34, 86.81, 87.27, 87.73, 88.18, 88.65, 89.11, 89.62, 90.1, 90.54, 90.98, 91.43, 91.89, 92.35, 92.8, 93.24, 93.73, 94.18, 94.65, 95.14, 95.61, 96.07, 96.55, 96.99, 97.46, 97.93, 98.39, 98.85, 99.3, 99.75, 100.19, 100.64, 101.11, 101.56, 102.03, 102.51, 102.98, 103.46, 103.93, 104.41, 104.91, 105.38, 105.85, 106.34, 106.81, 107.3, 107.78, 108.26, 108.73, 109.18, 109.65, 110.1, 110.55, 111.02, 111.48, 111.96, 112.42, 112.87, 113.35, 113.79, 114.25, 114.71, 115.18, 115.65, 116.11, 116.56, 117.01, 117.48, 117.94, 118.4, 118.86, 119.34, 119.81, 120.26, 120.7, 121.11, 121.54, 121.94, 122.36, 122.81, 123.27, 123.73, 124.19, 124.65, 125.11, 125.57, 126.04, 126.5, 126.96, 127.42, 127.88, 128.34, 128.81, 129.27, 129.73, 130.19, 130.65, 131.12, 131.58, 132.04, 132.5, 132.96, 133.42, 133.88, 134.35, 134.81, 135.27, 135.74, 136.19, 136.65, 137.12, 137.57, 138.03, 138.5, 138.95, 139.42, 139.88, 140.34, 140.81, 141.26, 141.73, 142.19, 142.65, 143.11, 143.57, 144.04, 144.5, 144.96, 145.41, 145.88, 146.34, 146.8, 147.26, 147.73, 148.19, 148.65, 149.11, 149.57, 150.04, 150.5, 150.97, 151.43, 151.89, 152.34, 152.8, 153.26, 153.72, 154.19, 154.65, 155.11, 155.58, 156.03, 156.5, 156.96, 157.42, 157.88, 158.35, 158.81, 159.27, 159.73, 160.18, 160.65, 161.11, 161.57, 162.03, 162.49, 162.96, 163.42, 163.88, 164.34, 164.81, 165.27, 165.73, 166.2, 166.66, 167.11, 167.57, 168.03, 168.5, 168.96, 169.42, 169.88, 170.34, 170.81, 171.26, 171.73, 172.19, 172.65, 173.11, 173.57, 174.04, 174.5, 174.95, 175.42, 175.88, 176.34, 176.8, 177.27, 177.73, 178.19, 178.65, 179.11, 179.57, 180.07, 180.55, 181.0, 181.44, 181.88, 182.33, 182.8, 183.26, 183.73, 184.19, 184.65, 185.11, 185.57, 186.03, 186.5, 186.95, 187.42, 187.88, 188.34, 188.81, 189.27, 189.72, 190.19, 190.65, 191.11, 191.57, 192.03, 192.5, 192.96, 193.41, 193.89, 194.34, 194.81, 195.27, 195.76, 196.23, 196.71, 197.2, 197.66, 198.13, 198.59, 199.08, 199.53, 200.0, 200.48, 200.94]"",""[2.8, 4.62, 6.48, 8.32, 10.19, 11.98, 13.88, 15.72, 17.56, 19.42, 21.26, 23.11, 24.95, 26.8, 28.64, 30.49, 32.34, 34.19, 36.04, 37.88, 39.73, 41.57, 43.42, 45.27, 47.11, 48.96, 50.8, 52.65, 54.49, 56.34, 58.18, 60.03, 61.88, 63.72, 65.56, 67.42, 69.26, 71.11, 72.95, 74.8, 76.65, 78.49, 80.34, 82.19, 84.03, 85.88, 87.72, 89.6, 91.42, 93.24, 95.13, 96.98, 98.83, 100.67, 102.52, 104.4, 106.18, 108.03, 109.9, 111.73, 113.58, 115.45, 117.29, 119.11, 120.97, 122.8, 124.65, 126.5, 128.34, 130.19, 132.04, 133.88, 135.73, 137.57, 139.42, 141.26, 143.11, 144.95, 146.8, 148.64, 150.49, 152.34, 154.18, 156.03, 157.88, 159.72, 161.57, 163.41, 165.26, 167.11, 168.95, 170.8, 172.65, 174.49, 176.34, 178.19, 180.05, 181.88, 183.72, 185.57, 187.42, 189.26, 191.11, 192.95, 194.79]""",,,
"Why So Serious - Familiar [www.slider.kz],128,""[0.05, 0.52, 0.99, 1.45, 1.92, 2.39, 2.86, 3.33, 3.8, 4.27, 4.74, 5.2, 5.67, 6.14, 6.61, 7.08, 7.55, 8.02, 8.49, 8.95, 9.42, 9.89, 10.36, 10.83, 11.3, 11.77, 12.24, 12.7, 13.17, 13.64, 14.11, 14.58, 15.05, 15.52, 15.99, 16.46, 16.92, 17.39, 17.86, 18.33, 18.8, 19.27, 19.74, 20.21, 20.67, 21.14, 21.61, 22.08, 22.55, 23.02, 23.49, 23.96, 24.43, 24.89, 25.36, 25.83, 26.3, 26.77, 27.24, 27.71, 28.18, 28.65, 29.12, 29.58, 30.05, 30.56, 31.05, 31.54, 32.02, 32.46, 32.92, 33.37, 33.8, 34.26, 34.74, 35.21, 35.68, 36.14, 36.61, 37.07, 37.55, 38.02, 38.5, 38.96, 39.43, 39.89, 40.37, 40.85, 41.3, 41.77, 42.25, 42.71, 43.18, 43.65, 44.12, 44.59, 45.05, 45.52, 46.0, 46.46, 46.93, 47.39, 47.87, 48.33, 48.8, 49.26, 49.75, 50.21, 50.68, 51.16, 51.62, 52.08, 52.55, 53.02, 53.49, 53.96, 54.43, 54.89, 55.37, 55.83, 56.3, 56.77, 57.24, 57.71, 58.18, 58.65, 59.12, 59.58, 60.05, 60.52, 60.99, 61.46, 61.93, 62.39, 62.87, 63.33, 63.8, 64.27, 64.74, 65.21, 65.68, 66.14, 66.62, 67.08, 67.55, 68.02, 68.49, 68.96, 69.43, 69.9, 70.36, 70.83, 71.3, 71.77, 72.24, 72.71, 73.18, 73.65, 74.12, 74.58, 75.06, 75.52, 75.99, 76.46, 76.93, 77.4, 77.87, 78.34, 78.8, 79.27, 79.74, 80.21, 80.68, 81.15, 81.62, 82.08, 82.55, 83.02, 83.49, 83.96, 84.43, 84.9, 85.37, 85.84, 86.3, 86.77, 87.24, 87.71, 88.18, 88.65, 89.12, 89.59, 90.05, 90.52, 90.99, 91.46, 91.93, 92.4, 92.87, 93.33, 93.8, 94.27, 94.74, 95.21, 95.68, 96.15, 96.62, 97.08, 97.55, 98.02, 98.49, 98.96, 99.43, 99.9, 100.37, 100.83, 101.3, 101.77, 102.24, 102.71, 103.18, 103.65, 104.12, 104.59, 105.05, 105.52, 106.0, 106.45, 106.93, 107.39, 107.87, 108.32, 108.8, 109.27, 109.74, 110.2, 110.68, 111.14, 111.62, 112.07, 112.55, 113.02, 113.5, 113.95, 114.43, 114.89, 115.37, 115.82, 116.3, 116.77, 117.25, 117.7, 118.18, 118.65, 119.12, 119.59, 120.05, 120.52, 120.99, 121.46, 121.93, 122.4, 122.86, 123.33, 123.8, 124.27, 124.74, 125.21, 125.68, 126.15, 126.61, 127.08, 127.55, 128.02, 128.49, 128.96, 129.43, 129.89, 130.37, 130.83, 131.3, 131.76, 132.24, 132.7, 133.18, 133.65, 134.12, 134.58, 135.05, 135.52, 135.99, 136.46, 136.93, 137.4, 137.87, 138.34, 138.81, 139.27, 139.74, 140.21, 140.68, 141.14, 141.62, 142.08, 142.55, 143.02, 143.49, 143.96, 144.43, 144.9, 145.36, 145.83, 146.3, 146.77, 147.24, 147.71, 148.18, 148.65, 149.12, 149.58, 150.06, 150.52, 150.99, 151.46, 151.93, 152.4, 152.87, 153.34, 153.8, 154.27, 154.74, 155.21, 155.68, 156.15, 156.62, 157.09, 157.55, 158.02, 158.49, 158.96, 159.43, 159.9, 160.37, 160.84, 161.3, 161.77, 162.24, 162.71, 163.18, 163.65, 164.12, 164.59, 165.06, 165.52, 165.99, 166.46, 166.93, 167.39, 167.86, 168.33, 168.8, 169.27, 169.74, 170.21, 170.68, 171.14, 171.61, 172.08, 172.55, 173.02, 173.49, 173.96, 174.42, 174.89, 175.36, 175.83, 176.3, 176.77, 177.24, 177.71, 178.18, 178.64, 179.11, 179.58, 180.05, 180.52, 180.99, 181.46, 181.92, 182.39, 182.86, 183.33, 183.8, 184.27, 184.74, 185.21, 185.67, 186.14, 186.61, 187.08, 187.55, 188.02, 188.49, 188.95, 189.42, 189.89, 190.36, 190.83, 191.3, 191.77, 192.24, 192.71, 193.18, 193.65, 194.12, 194.59, 195.06, 195.57, 196.06, 196.53, 197.02, 197.49, 197.97, 198.45, 198.93, 199.41]"",""[0.04, 1.92, 3.8, 5.67, 7.55, 9.42, 11.29, 13.17, 15.05, 16.92, 18.8, 20.67, 22.55, 24.42, 26.3, 28.17, 30.05, 31.92, 33.8, 35.67, 37.55, 39.42, 41.3, 43.17, 45.05, 46.92, 48.8, 50.67, 52.55, 54.42, 56.3, 58.18, 60.05, 61.92, 63.8, 65.67, 67.55, 69.42, 71.3, 73.17, 75.05, 76.92, 78.8, 80.67, 82.55, 84.42, 86.3, 88.18, 90.04, 91.92, 93.8, 95.67, 97.55, 99.42, 101.3, 103.17, 105.05, 106.92, 108.8, 110.67, 112.55, 114.42, 116.3, 118.17, 120.04, 121.92, 123.8, 125.67, 127.55, 129.42, 131.38, 133.19, 135.05, 136.92, 138.8, 140.67, 142.55, 144.42, 146.3, 148.17, 150.05, 151.92, 153.8, 155.67, 157.55, 159.42, 161.3, 163.17, 165.05, 166.92, 168.8, 170.67, 172.55, 174.42, 176.3, 178.17, 180.05, 181.92, 183.8, 185.67, 187.55, 189.42, 191.3, 193.17, 195.05]""",,,
"YYVNG - Cheap Monday (Original Mix) [www.sli,124,""[0.02, 0.5, 0.98, 1.46, 1.95, 2.43, 2.93, 3.4, 3.88, 4.37, 4.85, 5.34, 5.82, 6.3, 6.79, 7.27, 7.76, 8.24, 8.72, 9.21, 9.69, 10.17, 10.66, 11.14, 11.63, 12.11, 12.6, 13.08, 13.56, 14.05, 14.53, 15.03, 15.5, 15.98, 16.46, 16.95, 17.43, 17.92, 18.4, 18.89, 19.37, 19.85, 20.33, 20.82, 21.3, 21.79, 22.3, 22.78, 23.24, 23.72, 24.21, 24.69, 25.17, 25.66, 26.14, 26.63, 27.11, 27.6, 28.08, 28.56, 29.05, 29.55, 30.02, 30.51, 30.99, 31.5, 31.97, 32.49, 32.97, 33.47, 33.98, 34.48, 34.96, 35.44, 35.91, 36.4, 36.86, 37.35, 37.84, 38.31, 38.78, 39.27, 39.74, 40.24, 40.72, 41.19, 41.66, 42.14, 42.63, 43.1, 43.6, 44.07, 44.56, 45.04, 45.52, 46.0, 46.47, 46.95, 47.46, 47.93, 48.41, 48.89, 49.39, 49.86, 50.33, 50.82, 51.29, 51.79, 52.26, 52.74, 53.26, 53.73, 54.21, 54.7, 55.19, 55.67, 56.15, 56.64, 57.12, 57.6, 58.08, 58.56, 59.04, 59.54, 60.02, 60.5, 60.99, 61.48, 61.95, 62.43, 62.92, 63.4, 63.88, 64.37, 64.85, 65.33, 65.82, 66.3, 66.79, 67.27, 67.76, 68.24, 68.73, 69.22, 69.69, 70.17, 70.66, 71.14, 71.63, 72.11, 72.6, 73.08, 73.56, 74.05, 74.53, 75.01, 75.5, 75.98, 76.47, 76.95, 77.43, 77.92, 78.4, 78.88, 79.37, 79.85, 80.34, 80.82, 81.3, 81.79, 82.27, 82.76, 83.24, 83.72, 84.21, 84.71, 85.18, 85.66, 86.14, 86.63, 87.11, 87.59, 88.08, 88.56, 89.04, 89.53, 90.01, 90.5, 90.98, 91.47, 91.96, 92.44, 92.92, 93.42, 93.89, 94.37, 94.85, 95.33, 95.82, 96.3, 96.79, 97.27, 97.76, 98.24, 98.72, 99.21, 99.71, 100.2, 100.66, 101.14, 101.63, 102.11, 102.59, 103.08, 103.56, 104.04, 104.53, 105.01, 105.5, 105.98, 106.46, 106.95, 107.44, 107.92, 108.4, 108.88, 109.37, 109.85, 110.34, 110.82, 111.3, 111.79, 112.27, 112.76, 113.24, 113.72, 114.21, 114.69, 115.18, 115.68, 116.14, 116.63, 117.11, 117.59, 118.08, 118.56, 119.05, 119.53, 120.01, 120.5, 120.98, 121.47, 121.95, 122.44, 122.92, 123.41, 123.88, 124.37, 124.85, 125.34, 125.82, 126.3, 126.79, 127.27, 127.76, 128.24, 128.72, 129.21, 129.69, 130.18, 130.66, 131.15, 131.63, 132.11, 132.6, 133.08, 133.56, 134.05, 134.53, 135.01, 135.5, 135.98, 136.47, 136.95, 137.43, 137.92, 138.41, 138.89, 139.38, 139.89, 140.35, 140.86, 141.35, 141.85, 142.33, 142.82, 143.29, 143.77, 144.24, 144.73, 145.22, 145.68, 146.18, 146.66, 147.16, 147.66, 148.18, 148.65, 149.12, 149.61, 150.07, 150.56, 151.03, 151.48, 151.98, 152.44, 152.92, 153.4, 153.89, 154.38, 154.86, 155.34, 155.82, 156.31, 156.79, 157.27, 157.76, 158.24, 158.73, 159.21, 159.69, 160.18, 160.66, 161.14, 161.63, 162.12, 162.6, 163.09, 163.69, 164.29, 164.77, 165.26, 165.74, 166.23, 166.71, 167.19, 167.68, 168.16, 168.66, 169.13, 169.62, 170.12, 170.6, 171.18, 171.72, 172.27, 172.75, 173.24, 173.72, 174.21, 174.69, 175.17, 175.66, 176.14, 176.63, 177.13, 177.61, 178.08, 178.56, 179.05, 179.53, 180.01, 180.5, 180.98, 181.46, 181.95, 182.43, 182.92, 183.4, 183.89, 184.37, 184.86, 185.34, 185.82, 186.3, 186.79, 187.27, 187.76, 188.24, 188.73, 189.21, 189.69, 190.18, 190.66, 191.14, 191.63, 192.11, 192.6, 193.1, 193.56, 194.05, 194.53, 195.01, 195.5, 195.98, 196.47, 196.95, 197.43, 197.92, 198.4, 198.88, 199.37, 199.86, 200.35, 200.82, 201.31, 201.8, 202.28, 202.76, 203.24, 203.72, 204.21, 204.69, 205.17, 205.66, 206.15, 206.63, 207.11, 207.59, 208.1, 208.58, 209.05, 209.53, 210.02, 210.5, 210.98, 211.46, 211.95, 212.43, 212.92, 213.4, 213.89, 214.37, 214.85, 215.34, 215.82, 216.31, 216.79, 217.27, 217.76, 218.24, 218.72, 219.21, 219.69, 220.18, 220.66, 221.14, 221.63, 222.11, 222.59, 223.08, 223.56, 224.05, 224.53, 225.01, 225.5, 225.98, 226.46, 226.95, 227.43, 227.92, 228.4, 228.88, 229.37, 229.85, 230.34, 230.82, 231.31, 231.79, 232.27, 232.75, 233.24, 233.72, 234.21, 234.69, 235.17, 235.66, 236.14, 236.63, 237.11, 237.59, 238.08, 238.56, 239.05, 239.54, 240.02, 240.5, 240.98, 241.46, 241.95, 242.43, 242.92, 243.4, 243.88, 244.37, 244.85, 245.34, 245.82, 246.31, 246.79, 247.27, 247.76, 248.24, 248.72, 249.21, 249.69, 250.17, 250.66, 251.14, 251.62, 252.11, 252.59, 253.08, 253.56, 254.05, 254.54, 255.03, 255.5, 255.98, 256.46, 256.95, 257.43, 257.92, 258.4, 258.88, 259.37, 259.85, 260.34, 260.82, 261.31, 261.79, 262.28, 262.77, 263.24, 263.72, 264.2, 264.69, 265.17, 265.66, 266.14, 266.63, 267.11, 267.59, 268.08, 268.56, 269.05, 269.53, 270.01, 270.5, 270.98, 271.47, 271.95, 272.43, 272.92, 273.4, 273.88, 274.37, 274.85, 275.34, 275.82, 276.3, 276.79, 277.27, 277.75, 278.24, 278.74, 279.22, 279.7, 280.19, 280.66, 281.14, 281.63, 282.11, 282.63, 283.12, 283.63, 284.1, 284.61, 285.13, 285.62, 286.1, 286.6, 287.06, 287.56, 288.02, 288.52, 288.98, 289.46, 289.95, 290.42, 290.9, 291.39]"",""[0.01, 1.95, 3.88, 5.82, 7.75, 9.69, 11.62, 13.56, 15.49, 17.43, 19.36, 21.3, 23.24, 25.17, 27.1, 29.04, 30.98, 32.97, 34.9, 36.83, 38.76, 40.7, 42.63, 44.56, 46.46, 48.39, 50.32, 52.26, 54.21, 56.14, 58.08, 60.01, 61.95, 63.88, 65.81, 67.75, 69.69, 71.62, 73.56, 75.49, 77.43, 79.36, 81.3, 83.24, 85.17, 87.11, 89.04, 90.98, 92.92, 94.85, 96.78, 98.72, 100.66, 102.59, 104.53, 106.46, 108.4, 110.33, 112.27, 114.2, 116.14, 118.08, 120.01, 121.95, 123.88, 125.82, 127.75, 129.69, 131.62, 133.56, 135.49, 137.43, 139.37, 141.35, 143.29, 145.22, 147.14, 149.09, 151.01, 152.92, 154.85, 156.79, 158.72, 160.66, 162.59, 164.53, 166.46, 168.4, 170.33, 172.27, 174.2, 176.14, 178.08, 180.01, 181.94, 183.88, 185.82, 187.75, 189.69, 191.62, 193.56, 195.49, 197.43, 199.37, 201.3, 203.23, 205.17, 207.11, 209.04, 210.98, 212.91, 214.85, 216.79, 218.72, 220.65, 222.59, 224.52, 226.46, 228.4, 230.33, 232.27, 234.2, 236.14, 238.07, 240.01, 241.95, 243.88, 245.82, 247.75, 249.69, 251.62, 253.56, 255.49, 257.43, 259.36, 261.3, 263.24, 265.17, 267.11, 269.04, 270.98, 272.91, 274.85, 276.78, 278.73, 280.65]""",,,
"Zedd, Alessia Cara Ft Dorado- Stay Chrome ( ,128,""[0.13, 0.58, 1.07, 1.53, 2.0, 2.45, 2.94, 3.4, 3.87, 4.33, 4.81, 5.28, 5.75, 6.21, 6.69, 7.15, 7.62, 8.08, 8.56, 9.03, 9.5, 9.97, 10.44, 10.9, 11.37, 11.84, 12.31, 12.78, 13.25, 13.72, 14.19, 14.66, 15.12, 15.58, 16.06, 16.53, 17.0, 17.47, 17.94, 18.41, 18.88, 19.34, 19.81, 20.28, 20.75, 21.22, 21.69, 22.16, 22.63, 23.09, 23.56, 24.03, 24.5, 24.97, 25.44, 25.91, 26.38, 26.84, 27.31, 27.78, 28.25, 28.72, 29.2, 29.66, 30.14, 30.59, 31.06, 31.54, 32.0, 32.48, 32.98, 33.47, 33.94, 34.44, 34.9, 35.38, 35.81, 36.27, 36.73, 37.17, 37.63, 38.1, 38.54, 39.02, 39.49, 39.96, 40.43, 40.89, 41.37, 41.83, 42.31, 42.76, 43.25, 43.72, 44.19, 44.65, 45.13, 45.59, 46.07, 46.53, 47.0, 47.47, 47.93, 48.42, 48.89, 49.35, 49.79, 50.28, 50.73, 51.22, 51.69, 52.16, 52.63, 53.08, 53.55, 54.04, 54.51, 54.98, 55.45, 55.91, 56.38, 56.85, 57.33, 57.79, 58.25, 58.73, 59.2, 59.67, 60.11, 60.59, 61.06, 61.53, 62.0, 62.48, 62.93, 63.38, 63.88, 64.36, 64.82, 65.28, 65.76, 66.22, 66.69, 67.15, 67.62, 68.1, 68.57, 69.04, 69.5, 69.98, 70.45, 70.92, 71.38, 71.86, 72.32, 72.79, 73.26, 73.73, 74.19, 74.66, 75.12, 75.59, 76.06, 76.53, 77.0, 77.47, 77.94, 78.41, 78.88, 79.35, 79.82, 80.28, 80.75, 81.22, 81.69, 82.16, 82.63, 83.1, 83.57, 84.03, 84.5, 84.98, 85.44, 85.91, 86.38, 86.85, 87.32, 87.79, 88.25, 88.73, 89.19, 89.66, 90.13, 90.6, 91.06, 91.53, 92.0, 92.48, 92.94, 93.41, 93.88, 94.35, 94.82, 95.28, 95.75, 96.23, 96.69, 97.16, 97.63, 98.1, 98.57, 99.03, 99.5, 99.98, 100.44, 100.91, 101.38, 101.85, 102.32, 102.79, 103.25, 103.73, 104.19, 104.67, 105.13, 105.6, 106.06, 106.53, 107.0, 107.47, 107.94, 108.41, 108.88, 109.35, 109.81, 110.28, 110.75, 111.22, 111.69, 112.16, 112.63, 113.1, 113.56, 114.03, 114.5, 114.97, 115.44, 115.91, 116.38, 116.85, 117.31, 117.78, 118.25, 118.72, 119.19, 119.66, 120.13, 120.6, 121.07, 121.54, 122.01, 122.45, 122.93, 123.38, 123.84, 124.31, 124.76, 125.21, 125.67, 126.15, 126.6, 127.05, 127.51, 127.98, 128.46, 128.92, 129.4, 129.86, 130.33, 130.8, 131.27, 131.75, 132.23, 132.71, 133.2, 133.69, 134.17, 134.63, 135.12, 135.59, 136.09, 136.57, 137.02, 137.51, 137.97, 138.41, 138.88, 139.37, 139.84, 140.31, 140.76, 141.25, 141.71, 142.18, 142.63, 143.11, 143.57, 144.05, 144.51, 144.98, 145.46, 145.92, 146.38, 146.87, 147.34, 147.81, 148.26, 148.73, 149.2, 149.67, 150.14, 150.62, 151.08, 151.54, 152.01, 152.48, 152.95, 153.42, 153.88, 154.35, 154.83, 155.3, 155.76, 156.25, 156.69, 157.16, 157.63, 158.1, 158.57, 159.02, 159.51, 159.96, 160.44, 160.92, 161.38, 161.85, 162.32, 162.79, 163.27, 163.73, 164.2, 164.67, 165.14, 165.61, 166.08, 166.55, 167.01, 167.47, 167.94, 168.41, 168.88, 169.36, 169.82, 170.29, 170.76, 171.22, 171.69, 172.16, 172.63, 173.1, 173.57, 174.04, 174.5, 174.98, 175.44, 175.91, 176.38, 176.85, 177.32, 177.79, 178.26, 178.72, 179.19, 179.66, 180.13, 180.6, 181.07, 181.54, 182.0, 182.48, 182.94, 183.41, 183.88, 184.35, 184.82, 185.29, 185.76, 186.22, 186.69, 187.16, 187.63, 188.1, 188.57, 189.04, 189.5, 189.98, 190.44, 190.91, 191.38, 191.85, 192.32, 192.79, 193.26, 193.72, 194.19, 194.66, 195.13, 195.6, 196.07, 196.54, 197.0, 197.48, 197.94, 198.41, 198.88, 199.35, 199.83, 200.29, 200.76, 201.22, 201.69, 202.16, 202.63, 203.1, 203.57, 204.04, 204.5, 204.97, 205.44, 205.91, 206.38, 206.85, 207.32, 207.79, 208.26, 208.72, 209.19, 209.66, 210.13, 210.6, 211.07, 211.54, 212.0, 212.47, 212.94, 213.41, 213.88, 214.35, 214.82, 215.29, 215.74, 216.21, 216.67, 217.14, 217.6, 218.04, 218.51, 218.96, 219.44, 219.88]"",""[1.06, 2.93, 4.81, 6.68, 8.56, 10.43, 12.31, 14.18, 16.06, 17.94, 19.81, 21.69, 23.56, 25.44, 27.31, 29.19, 31.06, 32.98, 34.87, 36.71, 38.54, 40.42, 42.27, 44.18, 46.06, 47.93, 49.79, 51.68, 53.55, 55.45, 57.32, 59.19, 61.06, 62.93, 64.81, 66.86, 69.03, 70.92, 72.78, 74.65, 76.53, 78.41, 80.28, 82.16, 84.03, 85.91, 87.78, 89.65, 91.53, 93.41, 95.28, 97.16, 99.03, 100.91, 102.78, 104.66, 106.53, 108.41, 110.28, 112.16, 114.03, 115.91, 117.78, 119.66, 121.54, 123.89, 126.44, 128.92, 131.41, 133.73, 135.59, 137.49, 139.37, 141.21, 143.09, 144.99, 146.86, 148.73, 150.62, 152.49, 154.35, 156.25, 158.57, 160.44, 162.32, 164.19, 166.07, 167.93, 169.81, 171.69, 173.56, 175.44, 177.31, 179.19, 181.06, 182.94, 184.81, 186.69, 188.56, 190.44, 192.31, 194.19, 196.06, 197.94, 199.81, 201.69, 203.56, 205.44, 207.31, 209.19, 211.06, 212.94, 214.81]""",,,
